"Gene_Symbol"	"METHY_BRCA_BETA"	"METHY_BRCA_CHR"	"METHY_BRCA_START"	"METHY_BRCA_END"	"METHY_GBM_BETA"	"METHY_GBM_CHR"	"METHY_GBM_START"	"METHY_GBM_END"	"METHY_OV_BETA"	"METHY_OV_CHR"	"METHY_OV_START"	"METHY_OV_END"	"METHY_LUAD_BETA"	"METHY_LUAD_CHR"	"METHY_LUAD_START"	"METHY_LUAD_END"	"METHY_UCEC_BETA"	"METHY_UCEC_CHR"	"METHY_UCEC_START"	"METHY_UCEC_END"	"METHY_KIRC_BETA"	"METHY_KIRC_CHR"	"METHY_KIRC_START"	"METHY_KIRC_END"	"METHY_LUSC_BETA"	"METHY_LUSC_CHR"	"METHY_LUSC_START"	"METHY_LUSC_END"	"METHY_COAD_BETA"	"METHY_COAD_CHR"	"METHY_COAD_START"	"METHY_COAD_END"	"METHY_STAD_BETA"	"METHY_STAD_CHR"	"METHY_STAD_START"	"METHY_STAD_END"	"METHY_KIRP_BETA"	"METHY_KIRP_CHR"	"METHY_KIRP_START"	"METHY_KIRP_END"	"METHY_LAML_BETA"	"METHY_LAML_CHR"	"METHY_LAML_START"	"METHY_LAML_END"	"METHY_READ_BETA"	"METHY_READ_CHR"	"METHY_READ_START"	"METHY_READ_END"
"VIM"	"0.308119792649767"	"10"	"17229520"	"17229521"	"0.0163177751332117"	"10"	"17229520"	"17229521"	"0.00495197179552201"	"10"	"17229520"	"17229521"	"0.0138240139701061"	"10"	"17229520"	"17229521"	"0.0123653391602537"	"10"	"17229520"	"17229521"	"0.0108604468934603"	"10"	"17229520"	"17229521"	"0.0120137314823745"	"10"	"17229520"	"17229521"	"0.59787504846045"	"10"	"17229520"	"17229521"	"0.28863683665636"	"10"	"17229520"	"17229521"	"0.0119894838829044"	"10"	"17229520"	"17229521"	"0.00953538956253409"	"10"	"17229520"	"17229521"	"0.780841957965272"	"10"	"17229520"	"17229521"
"BAX"	"0.0168234917353892"	"19"	"48955110"	"48955111"	"0.0637414149278595"	"19"	"48955110"	"48955111"	"0.0138764853432746"	"19"	"48955110"	"48955111"	"0.021341718688705"	"19"	"48955110"	"48955111"	"0.0193059904832047"	"19"	"48955110"	"48955111"	"0.0165592190327615"	"19"	"48955110"	"48955111"	"0.0214030621617638"	"19"	"48955110"	"48955111"	"0.0158175060653246"	"19"	"48955110"	"48955111"	"0.0225076109642637"	"19"	"48955110"	"48955111"	"0.0201134361971769"	"19"	"48955110"	"48955111"	"0.0209372166523385"	"19"	"48955110"	"48955111"	"0.0137169494669848"	"19"	"48955110"	"48955111"
"CDC25A"	"0.0140746309442674"	"3"	"48188677"	"48188678"	"0.0154220062410516"	"3"	"48188677"	"48188678"	"0.0118131547755547"	"3"	"48188677"	"48188678"	"0.0124793988200732"	"3"	"48188677"	"48188678"	"0.063936608639641"	"3"	"48188677"	"48188678"	"0.011368199048727"	"3"	"48188677"	"48188678"	"0.0136933226008994"	"3"	"48188677"	"48188678"	"0.00911635865729019"	"3"	"48188677"	"48188678"	"0.0159167348557421"	"3"	"48188677"	"48188678"	"0.0177628931996771"	"3"	"48188677"	"48188678"	"0.0116467374989772"	"3"	"48188677"	"48188678"	"0.0110589571875141"	"3"	"48188677"	"48188678"
"EMX2"	"0.287642065410891"	"10"	"117542656"	"117542657"	"0.06165331259632"	"10"	"117542656"	"117542657"	"0.0366388091736235"	"10"	"117542656"	"117542657"	"0.0302403705603464"	"10"	"117542656"	"117542657"	"0.0203918924956306"	"10"	"117542656"	"117542657"	"0.0231143250546203"	"10"	"117542656"	"117542657"	"0.052959088085559"	"10"	"117542656"	"117542657"	"0.0294218672275661"	"10"	"117542656"	"117542657"	"0.452638494193258"	"10"	"117542656"	"117542657"	"0.0310754597543361"	"10"	"117542656"	"117542657"	"0.0291416716197276"	"10"	"117542656"	"117542657"	"0.0189193145195579"	"10"	"117542656"	"117542657"
"IGF2BP1"	"0.68244172769023"	"17"	"48997813"	"48997814"	"0.0569505481208619"	"17"	"48997813"	"48997814"	"0.653467585506972"	"17"	"48997813"	"48997814"	"0.0592983956860322"	"17"	"48997813"	"48997814"	"0.51487454047621"	"17"	"48997813"	"48997814"	"0.477536470182486"	"17"	"48997813"	"48997814"	"0.474922000218454"	"17"	"48997813"	"48997814"	"0.0248400924971978"	"17"	"48997813"	"48997814"	"0.602275319076513"	"17"	"48997813"	"48997814"	"0.0744269449930452"	"17"	"48997813"	"48997814"	"0.643660000873293"	"17"	"48997813"	"48997814"	"0.038956150204675"	"17"	"48997813"	"48997814"
"ISM1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"HNRNPU"	"0.0117828799251922"	"1"	"244864892"	"244864893"	"0.0353881120119008"	"1"	"244864892"	"244864893"	"0.00839760024903621"	"1"	"244864892"	"244864893"	"0.0225985815082561"	"1"	"244864892"	"244864893"	"0.0161944631876197"	"1"	"244864892"	"244864893"	"0.0170123234683181"	"1"	"244864892"	"244864893"	"0.0210810677652076"	"1"	"244864892"	"244864893"	"0.0156001339036438"	"1"	"244864892"	"244864893"	"0.0325055462135201"	"1"	"244864892"	"244864893"	"0.313139680090122"	"1"	"244864892"	"244864893"	"0.0151812579147933"	"1"	"244864892"	"244864893"	"0.0177549187002209"	"1"	"244864892"	"244864893"
"INS"	"0.844955595704741"	"11"	"2161146"	"2161147"	"0.701619560875053"	"11"	"2161146"	"2161147"	"0.896358640732809"	"11"	"2161146"	"2161147"	"0.678212029774678"	"11"	"2161146"	"2161147"	"0.569310675364866"	"11"	"2161146"	"2161147"	"0.490137296982843"	"11"	"2161146"	"2161147"	"0.805530578436545"	"11"	"2161146"	"2161147"	"0.50170614970892"	"11"	"2161146"	"2161147"	"0.831537035017747"	"11"	"2161146"	"2161147"	"0.885379925371202"	"11"	"2161146"	"2161147"	"0.782399827083779"	"11"	"2161146"	"2161147"	"0.36610394472261"	"11"	"2161146"	"2161147"
"TP53"	"0.0147080656104933"	"17"	"7688581"	"7688582"	"0.0402895757679253"	"17"	"7688581"	"7688582"	"0.00935728801388811"	"17"	"7688581"	"7688582"	"0.0171937304787247"	"17"	"7688581"	"7688582"	"0.011366612475658"	"17"	"7688581"	"7688582"	"0.0102668576059575"	"17"	"7688581"	"7688582"	"0.013999330001323"	"17"	"7688581"	"7688582"	"0.0122559940863042"	"17"	"7688581"	"7688582"	"0.0158327855507262"	"17"	"7688581"	"7688582"	"0.0185135443103886"	"17"	"7688581"	"7688582"	"0.0120915404236756"	"17"	"7688581"	"7688582"	"0.0117719484670346"	"17"	"7688581"	"7688582"
"E2F1"	"0.0144497010102034"	"20"	"33686087"	"33686088"	"0.0232826710139381"	"20"	"33686087"	"33686088"	"0.00964171671474631"	"20"	"33686087"	"33686088"	"0.0148020852563004"	"20"	"33686087"	"33686088"	"0.0122894995492708"	"20"	"33686087"	"33686088"	"0.0128201047880213"	"20"	"33686087"	"33686088"	"0.0133699165869835"	"20"	"33686087"	"33686088"	"0.00904649269178976"	"20"	"33686087"	"33686088"	"0.0147685089024021"	"20"	"33686087"	"33686088"	"0.0119075181044885"	"20"	"33686087"	"33686088"	"0.0110051922456281"	"20"	"33686087"	"33686088"	"0.00946003423014529"	"20"	"33686087"	"33686088"
"IGF2"	"0.160052190888758"	"11"	"2138623"	"2138624"	"0.150104657391245"	"11"	"2138623"	"2138624"	"0.0727065864844939"	"11"	"2138623"	"2138624"	"0.385863095922679"	"11"	"2138623"	"2138624"	"0.177911306392684"	"11"	"2138623"	"2138624"	"0.356821422750907"	"11"	"2138623"	"2138624"	"0.419263025182017"	"11"	"2138623"	"2138624"	"0.130185639760479"	"11"	"2138623"	"2138624"	"0.325816639752632"	"11"	"2138623"	"2138624"	"0.238485725862134"	"11"	"2138623"	"2138624"	"0.345103106094638"	"11"	"2138623"	"2138624"	"0.201861158544498"	"11"	"2138623"	"2138624"
"CTCF"	"0.00959951337083586"	"16"	"67562611"	"67562612"	"0.0264416141305338"	"16"	"67562611"	"67562612"	"0.00729093003066018"	"16"	"67562611"	"67562612"	"0.0139360434192381"	"16"	"67562611"	"67562612"	"0.0116212759903106"	"16"	"67562611"	"67562612"	"0.0137490889349976"	"16"	"67562611"	"67562612"	"0.0110677845830055"	"16"	"67562611"	"67562612"	"0.0100924391792743"	"16"	"67562611"	"67562612"	"0.0905652682361896"	"16"	"67562611"	"67562612"	"0.0116420082654292"	"16"	"67562611"	"67562612"	"0.0107030461169901"	"16"	"67562611"	"67562612"	"0.00915404126683497"	"16"	"67562611"	"67562612"
"SLC38A4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"SEMA7A"	"0.631060641841501"	"15"	"74434273"	"74434274"	"0.24102185844001"	"15"	"74434273"	"74434274"	"0.494833589375692"	"15"	"74434273"	"74434274"	"0.587586648720191"	"15"	"74434273"	"74434274"	"0.695191006376475"	"15"	"74434273"	"74434274"	"0.753303027218851"	"15"	"74434273"	"74434274"	"0.503658376381872"	"15"	"74434273"	"74434274"	"0.745798189971938"	"15"	"74434273"	"74434274"	"0.399507529200108"	"15"	"74434273"	"74434274"	"0.503048757296474"	"15"	"74434273"	"74434274"	"0.231678941032821"	"15"	"74434273"	"74434274"	"0.715449077158263"	"15"	"74434273"	"74434274"
"GRB2"	"0.0376461131105295"	"17"	"75405944"	"75405945"	"0.0203368554599739"	"17"	"75405944"	"75405945"	"0.0171874196787947"	"17"	"75405944"	"75405945"	"0.0221478074714435"	"17"	"75405944"	"75405945"	"0.0315554286077599"	"17"	"75405944"	"75405945"	"0.0261895532497922"	"17"	"75405944"	"75405945"	"0.0373697293089425"	"17"	"75405944"	"75405945"	"0.0245155840452011"	"17"	"75405944"	"75405945"	"0.0260708432385179"	"17"	"75405944"	"75405945"	"0.0507661176819255"	"17"	"75405944"	"75405945"	"0.0279854499601821"	"17"	"75405944"	"75405945"	"0.0353184745483438"	"17"	"75405944"	"75405945"
"TERT"	"0.576569359094283"	"5"	"1294614"	"1294615"	"0.490764051189062"	"5"	"1294614"	"1294615"	"0.0097563586998351"	"5"	"1294614"	"1294615"	"0.0186766920357426"	"5"	"1294614"	"1294615"	"0.0231004363737613"	"5"	"1294614"	"1294615"	"0.0779721432417642"	"5"	"1294614"	"1294615"	"0.0234330319176532"	"5"	"1294614"	"1294615"	"0.419413451677041"	"5"	"1294614"	"1294615"	"0.341405031664805"	"5"	"1294614"	"1294615"	"0.0161630118033267"	"5"	"1294614"	"1294615"	"0.0427844335056615"	"5"	"1294614"	"1294615"	"0.424862239080968"	"5"	"1294614"	"1294615"
"HNRNPA1"	"0.0327615525939416"	"12"	"54281684"	"54281685"	"0.119109182211459"	"12"	"54281684"	"54281685"	"0.0364415413096846"	"12"	"54281684"	"54281685"	"0.0677033422464601"	"12"	"54281684"	"54281685"	"0.0440310644125354"	"12"	"54281684"	"54281685"	"0.0407615435594716"	"12"	"54281684"	"54281685"	"0.0531455056166096"	"12"	"54281684"	"54281685"	"0.0559175336667464"	"12"	"54281684"	"54281685"	"0.0483091735338634"	"12"	"54281684"	"54281685"	"0.0603548252221019"	"12"	"54281684"	"54281685"	"0.0368510653719029"	"12"	"54281684"	"54281685"	"0.034662690112723"	"12"	"54281684"	"54281685"
"CNOT1"	"0.0557522077308686"	"16"	"58629084"	"58629085"	"0.0393347138470054"	"16"	"58629084"	"58629085"	"0.0334661094477564"	"16"	"58629084"	"58629085"	"0.0404896541206549"	"16"	"58629084"	"58629085"	"0.0528088626828077"	"16"	"58629084"	"58629085"	"0.036002321920789"	"16"	"58629084"	"58629085"	"0.0367142896972026"	"16"	"58629084"	"58629085"	"0.0482798669899048"	"16"	"58629084"	"58629085"	"0.0450929741933906"	"16"	"58629084"	"58629085"	"0.0587338847142252"	"16"	"58629084"	"58629085"	"0.0430845349817863"	"16"	"58629084"	"58629085"	"0.0404244805940131"	"16"	"58629084"	"58629085"
"HNRNPK"	"0.0150109552925587"	"9"	"83980537"	"83980538"	"0.0453028102502087"	"9"	"83980537"	"83980538"	"0.00806780578963661"	"9"	"83980537"	"83980538"	"0.0199525124476406"	"9"	"83980537"	"83980538"	"0.0180216106687018"	"9"	"83980537"	"83980538"	"0.0153331884868272"	"9"	"83980537"	"83980538"	"0.0228738001768696"	"9"	"83980537"	"83980538"	"0.0166608318836258"	"9"	"83980537"	"83980538"	"0.019649777091302"	"9"	"83980537"	"83980538"	"0.0202002060384484"	"9"	"83980537"	"83980538"	"0.0139807006609881"	"9"	"83980537"	"83980538"	"0.0146062280710155"	"9"	"83980537"	"83980538"
"CBX3"	"0.0185728399021368"	"7"	"26200940"	"26200941"	"0.0206671927259212"	"7"	"26200940"	"26200941"	"0.0137892452431424"	"7"	"26200940"	"26200941"	"0.0167498411276751"	"7"	"26200940"	"26200941"	"0.0138109080787857"	"7"	"26200940"	"26200941"	"0.0156440106619292"	"7"	"26200940"	"26200941"	"0.0183768092433536"	"7"	"26200940"	"26200941"	"0.0113285831949298"	"7"	"26200940"	"26200941"	"0.017126502877596"	"7"	"26200940"	"26200941"	"0.0168040566361784"	"7"	"26200940"	"26200941"	"0.0150252512181373"	"7"	"26200940"	"26200941"	"0.0151217046862599"	"7"	"26200940"	"26200941"
"SUV39H1"	"0.477756422674297"	"23"	"48696511"	"48696512"	"0.316418323214463"	"23"	"48696511"	"48696512"	"0.483773985458425"	"23"	"48696511"	"48696512"	"0.0313623614287816"	"23"	"48696511"	"48696512"	"0.59466085515244"	"23"	"48696511"	"48696512"	"0.0181449062044921"	"23"	"48696511"	"48696512"	"0.605060516435077"	"23"	"48696511"	"48696512"	"0.0187415072700859"	"23"	"48696511"	"48696512"	"0.412364004024418"	"23"	"48696511"	"48696512"	"0.018373542590868"	"23"	"48696511"	"48696512"	"0.0168263891802068"	"23"	"48696511"	"48696512"	"0.670056626069103"	"23"	"48696511"	"48696512"
"SETD8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"CBX1"	"0.0257773910554131"	"17"	"48100998"	"48100999"	"0.0510658854091077"	"17"	"48100998"	"48100999"	"0.0220212393655595"	"17"	"48100998"	"48100999"	"0.0335506082582644"	"17"	"48100998"	"48100999"	"0.0213100201068641"	"17"	"48100998"	"48100999"	"0.0184847270088189"	"17"	"48100998"	"48100999"	"0.0239829115273927"	"17"	"48100998"	"48100999"	"0.0176386667874868"	"17"	"48100998"	"48100999"	"0.0189436351263086"	"17"	"48100998"	"48100999"	"0.0196631438894119"	"17"	"48100998"	"48100999"	"0.0160295599951342"	"17"	"48100998"	"48100999"	"0.019784133776123"	"17"	"48100998"	"48100999"
"HDAC1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"YY1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"PURB"	"0.0151644600410692"	"7"	"44885189"	"44885190"	"0.0271597783927434"	"7"	"44885189"	"44885190"	"0.0373366501907841"	"7"	"44885189"	"44885190"	"0.0203792311095481"	"7"	"44885189"	"44885190"	"0.0191404730832511"	"7"	"44885189"	"44885190"	"0.0158688379142954"	"7"	"44885189"	"44885190"	"0.063171867552703"	"7"	"44885189"	"44885190"	"0.0133280831479229"	"7"	"44885189"	"44885190"	"0.0323569169063034"	"7"	"44885189"	"44885190"	"0.0216669905184588"	"7"	"44885189"	"44885190"	"0.0143425414065446"	"7"	"44885189"	"44885190"	"0.288837309324983"	"7"	"44885189"	"44885190"
"HOXA1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"VHL"	"0.42561749859124"	"3"	"10142635"	"10142636"	"0.949169633222745"	"3"	"10142635"	"10142636"	"0.111899474052407"	"3"	"10142635"	"10142636"	"0.28173061395473"	"3"	"10142635"	"10142636"	"0.223184049576939"	"3"	"10142635"	"10142636"	"0.90943383040548"	"3"	"10142635"	"10142636"	"0.446485531609716"	"3"	"10142635"	"10142636"	"0.909519832572942"	"3"	"10142635"	"10142636"	"0.35500530913023"	"3"	"10142635"	"10142636"	"0.63567831859404"	"3"	"10142635"	"10142636"	"0.806059575690913"	"3"	"10142635"	"10142636"	"0.171785724668124"	"3"	"10142635"	"10142636"
"RAB23"	"0.0138476856684526"	"6"	"57222240"	"57222241"	"0.0227596241077152"	"6"	"57222240"	"57222241"	"0.00874446303632644"	"6"	"57222240"	"57222241"	"0.01418183126271"	"6"	"57222240"	"57222241"	"0.01613696574715"	"6"	"57222240"	"57222241"	"0.0118133959729422"	"6"	"57222240"	"57222241"	"0.0118572662004042"	"6"	"57222240"	"57222241"	"0.00909016336268432"	"6"	"57222240"	"57222241"	"0.0113096316804549"	"6"	"57222240"	"57222241"	"0.0139420491059576"	"6"	"57222240"	"57222241"	"0.0113434397352439"	"6"	"57222240"	"57222241"	"0.0100232302005595"	"6"	"57222240"	"57222241"
"ANXA2"	"0.430316338583167"	"15"	"60398020"	"60398021"	"0.0479463672806646"	"15"	"60398020"	"60398021"	"0.0413968973064844"	"15"	"60398020"	"60398021"	"0.038942952043921"	"15"	"60398020"	"60398021"	"0.0655079465260261"	"15"	"60398020"	"60398021"	"0.0583181938473469"	"15"	"60398020"	"60398021"	"0.0456575480681308"	"15"	"60398020"	"60398021"	"0.0307585625714392"	"15"	"60398020"	"60398021"	"0.0696578587531998"	"15"	"60398020"	"60398021"	"0.0543631607473854"	"15"	"60398020"	"60398021"	"0.055113255178436"	"15"	"60398020"	"60398021"	"0.045982852306284"	"15"	"60398020"	"60398021"
"HNRNPC"	"0.0188076338912931"	"14"	"21269010"	"21269011"	"0.0300622692913161"	"14"	"21269010"	"21269011"	"0.00715753979079905"	"14"	"21269010"	"21269011"	"0.0172751216845804"	"14"	"21269010"	"21269011"	"0.0140277725984984"	"14"	"21269010"	"21269011"	"0.0234991543861482"	"14"	"21269010"	"21269011"	"0.0179693834957019"	"14"	"21269010"	"21269011"	"0.0149697123517687"	"14"	"21269010"	"21269011"	"0.0311470556639282"	"14"	"21269010"	"21269011"	"0.026347347827206"	"14"	"21269010"	"21269011"	"0.0173198333591076"	"14"	"21269010"	"21269011"	"0.0152100460290789"	"14"	"21269010"	"21269011"
