"Gene_Symbol"	"METHY_BRCA_BETA"	"METHY_BRCA_CHR"	"METHY_BRCA_START"	"METHY_BRCA_END"	"METHY_GBM_BETA"	"METHY_GBM_CHR"	"METHY_GBM_START"	"METHY_GBM_END"	"METHY_OV_BETA"	"METHY_OV_CHR"	"METHY_OV_START"	"METHY_OV_END"	"METHY_LUAD_BETA"	"METHY_LUAD_CHR"	"METHY_LUAD_START"	"METHY_LUAD_END"	"METHY_UCEC_BETA"	"METHY_UCEC_CHR"	"METHY_UCEC_START"	"METHY_UCEC_END"	"METHY_KIRC_BETA"	"METHY_KIRC_CHR"	"METHY_KIRC_START"	"METHY_KIRC_END"	"METHY_LUSC_BETA"	"METHY_LUSC_CHR"	"METHY_LUSC_START"	"METHY_LUSC_END"	"METHY_COAD_BETA"	"METHY_COAD_CHR"	"METHY_COAD_START"	"METHY_COAD_END"	"METHY_STAD_BETA"	"METHY_STAD_CHR"	"METHY_STAD_START"	"METHY_STAD_END"	"METHY_KIRP_BETA"	"METHY_KIRP_CHR"	"METHY_KIRP_START"	"METHY_KIRP_END"	"METHY_LAML_BETA"	"METHY_LAML_CHR"	"METHY_LAML_START"	"METHY_LAML_END"	"METHY_READ_BETA"	"METHY_READ_CHR"	"METHY_READ_START"	"METHY_READ_END"
"BMI1"	"0.0105653511730101"	"10"	"22321578"	"22321579"	"0.0193356523085328"	"10"	"22321578"	"22321579"	"0.00858991982261601"	"10"	"22321578"	"22321579"	"0.00896339318665479"	"10"	"22321578"	"22321579"	"0.0118423781164261"	"10"	"22321578"	"22321579"	"0.0118832082090008"	"10"	"22321578"	"22321579"	"0.0118585649875069"	"10"	"22321578"	"22321579"	"0.0106231307473517"	"10"	"22321578"	"22321579"	"0.014091746753336"	"10"	"22321578"	"22321579"	"0.0116920424200003"	"10"	"22321578"	"22321579"	"0.0106420672946806"	"10"	"22321578"	"22321579"	"0.0101941166341174"	"10"	"22321578"	"22321579"
"CDK14"	"0.299303009239722"	"7"	"90709241"	"90709242"	"0.128274436830555"	"7"	"90709241"	"90709242"	"0.394993541982138"	"7"	"90709241"	"90709242"	"0.133582975248584"	"7"	"90709241"	"90709242"	"0.475533544157761"	"7"	"90709241"	"90709242"	"0.0833755510705807"	"7"	"90709241"	"90709242"	"0.299289668101187"	"7"	"90709241"	"90709242"	"0.14720857668919"	"7"	"90709241"	"90709242"	"0.256960541219849"	"7"	"90709241"	"90709242"	"0.135209575002088"	"7"	"90709241"	"90709242"	"0.684046714051885"	"7"	"90709241"	"90709242"	"0.591852716526999"	"7"	"90709241"	"90709242"
"VEGFA"	"0.0225675712847917"	"6"	"43770269"	"43770270"	"0.0478512161616407"	"6"	"43770269"	"43770270"	"0.0160440646602347"	"6"	"43770269"	"43770270"	"0.0448811835751545"	"6"	"43770269"	"43770270"	"0.0445676412029739"	"6"	"43770269"	"43770270"	"0.0517934482495707"	"6"	"43770269"	"43770270"	"0.0206601223525574"	"6"	"43770269"	"43770270"	"0.0211941159827017"	"6"	"43770269"	"43770270"	"0.0481194721347454"	"6"	"43770269"	"43770270"	"0.0534472611204649"	"6"	"43770269"	"43770270"	"0.032427077173507"	"6"	"43770269"	"43770270"	"0.0209637399822458"	"6"	"43770269"	"43770270"
"TNFAIP3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"YAP1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"FOXM1"	"0.0176802255287846"	"12"	"2876871"	"2876872"	"0.0202612600522966"	"12"	"2876871"	"2876872"	"0.0105305465234421"	"12"	"2876871"	"2876872"	"0.0231668761584597"	"12"	"2876871"	"2876872"	"0.0238097648964459"	"12"	"2876871"	"2876872"	"0.0243243450312102"	"12"	"2876871"	"2876872"	"0.0235494543383014"	"12"	"2876871"	"2876872"	"0.0171449716057812"	"12"	"2876871"	"2876872"	"0.022634985461342"	"12"	"2876871"	"2876872"	"0.0415729575399353"	"12"	"2876871"	"2876872"	"0.0218215456876688"	"12"	"2876871"	"2876872"	"0.0144063655411319"	"12"	"2876871"	"2876872"
"PHGDH"	"0.0345586193105625"	"1"	"119711707"	"119711708"	"0.563831364761211"	"1"	"119711707"	"119711708"	"0.0503947102654985"	"1"	"119711707"	"119711708"	"0.101155828752186"	"1"	"119711707"	"119711708"	"0.0566683496743305"	"1"	"119711707"	"119711708"	"0.358597027311893"	"1"	"119711707"	"119711708"	"0.2989347444508"	"1"	"119711707"	"119711708"	"0.184622949235658"	"1"	"119711707"	"119711708"	"0.151725076158039"	"1"	"119711707"	"119711708"	"0.116217540456683"	"1"	"119711707"	"119711708"	"0.232171157212915"	"1"	"119711707"	"119711708"	"0.0364763153361326"	"1"	"119711707"	"119711708"
"RUNX3"	"0.572008268273673"	"1"	"24929347"	"24929348"	"0.0439103253696156"	"1"	"24929347"	"24929348"	"0.0103572911767496"	"1"	"24929347"	"24929348"	"0.0629641613831304"	"1"	"24929347"	"24929348"	"0.287778334508785"	"1"	"24929347"	"24929348"	"0.423217649689047"	"1"	"24929347"	"24929348"	"0.0202756374549985"	"1"	"24929347"	"24929348"	"0.0160095455058282"	"1"	"24929347"	"24929348"	"0.0540225998391014"	"1"	"24929347"	"24929348"	"0.391205628760508"	"1"	"24929347"	"24929348"	"0.0585933894834773"	"1"	"24929347"	"24929348"	"0.0855437603527539"	"1"	"24929347"	"24929348"
"HMGB1"	"0.0480102446072738"	"13"	"30617195"	"30617196"	"0.0875925011922824"	"13"	"30617195"	"30617196"	"0.0428534244711669"	"13"	"30617195"	"30617196"	"0.0253256280793185"	"13"	"30617195"	"30617196"	"0.0350875823633744"	"13"	"30617195"	"30617196"	"0.0242967152400421"	"13"	"30617195"	"30617196"	"0.0392060863625942"	"13"	"30617195"	"30617196"	"0.0282177686134391"	"13"	"30617195"	"30617196"	"0.035235957789871"	"13"	"30617195"	"30617196"	"0.0280680568903889"	"13"	"30617195"	"30617196"	"0.0252602031228879"	"13"	"30617195"	"30617196"	"0.0264753046088455"	"13"	"30617195"	"30617196"
"CDH1"	"0.0293539058873625"	"16"	"68737611"	"68737612"	"0.02357739986269"	"16"	"68737611"	"68737612"	"0.0112451821800343"	"16"	"68737611"	"68737612"	"0.0720952000624916"	"16"	"68737611"	"68737612"	"0.012018874064382"	"16"	"68737611"	"68737612"	"0.0131968953607035"	"16"	"68737611"	"68737612"	"0.277867575043872"	"16"	"68737611"	"68737612"	"0.0128584252242759"	"16"	"68737611"	"68737612"	"0.0950794479784838"	"16"	"68737611"	"68737612"	"0.0158242073062635"	"16"	"68737611"	"68737612"	"0.0285499561590745"	"16"	"68737611"	"68737612"	"0.0542765628038686"	"16"	"68737611"	"68737612"
"ELAVL1"	"0.0323592156332233"	"19"	"8390124"	"8390125"	"0.0420338154376849"	"19"	"8390124"	"8390125"	"0.0573275540249108"	"19"	"8390124"	"8390125"	"0.0462136731990793"	"19"	"8390124"	"8390125"	"0.0445750874920183"	"19"	"8390124"	"8390125"	"0.0405239404160605"	"19"	"8390124"	"8390125"	"0.0311858987129575"	"19"	"8390124"	"8390125"	"0.0450286002844816"	"19"	"8390124"	"8390125"	"0.0430151025554902"	"19"	"8390124"	"8390125"	"0.0424758728259944"	"19"	"8390124"	"8390125"	"0.0374984225968739"	"19"	"8390124"	"8390125"	"0.041095721524257"	"19"	"8390124"	"8390125"
"NRP1"	"0.0335003261400075"	"10"	"33334859"	"33334860"	"0.0242761762973242"	"10"	"33334859"	"33334860"	"0.0103883085424931"	"10"	"33334859"	"33334860"	"0.0491831833493433"	"10"	"33334859"	"33334860"	"0.027369030563345"	"10"	"33334859"	"33334860"	"0.0168987135164444"	"10"	"33334859"	"33334860"	"0.049361881538111"	"10"	"33334859"	"33334860"	"0.0544641635500792"	"10"	"33334859"	"33334860"	"0.0358841872283894"	"10"	"33334859"	"33334860"	"0.0222957096030962"	"10"	"33334859"	"33334860"	"0.0282386919008606"	"10"	"33334859"	"33334860"	"0.0352463132898707"	"10"	"33334859"	"33334860"
"STAT3"	"0.0221052256956298"	"17"	"42388179"	"42388180"	"0.0436246177051451"	"17"	"42388179"	"42388180"	"0.0177654403841509"	"17"	"42388179"	"42388180"	"0.017948338745891"	"17"	"42388179"	"42388180"	"0.0179184642950077"	"17"	"42388179"	"42388180"	"0.0167543253238525"	"17"	"42388179"	"42388180"	"0.0222191746485553"	"17"	"42388179"	"42388180"	"0.0156451024013713"	"17"	"42388179"	"42388180"	"0.0206821567305448"	"17"	"42388179"	"42388180"	"0.0118917152269614"	"17"	"42388179"	"42388180"	"0.0141185896464475"	"17"	"42388179"	"42388180"	"0.0160316621284514"	"17"	"42388179"	"42388180"
"CASP1"	"0.247615970973776"	"11"	"105035107"	"105035108"	"0.271026842668862"	"11"	"105035107"	"105035108"	"0.0722286184258848"	"11"	"105035107"	"105035108"	"0.162204318630417"	"11"	"105035107"	"105035108"	"0.376006795826726"	"11"	"105035107"	"105035108"	"0.321646540764034"	"11"	"105035107"	"105035108"	"0.213070797637366"	"11"	"105035107"	"105035108"	"0.119822882809624"	"11"	"105035107"	"105035108"	"0.33445581455653"	"11"	"105035107"	"105035108"	"0.362249864715066"	"11"	"105035107"	"105035108"	"0.413414066111871"	"11"	"105035107"	"105035108"	"0.216910246108167"	"11"	"105035107"	"105035108"
"LATS1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"TAZ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"EZH2"	"0.0129293492149045"	"7"	"148884815"	"148884816"	"0.0239660747582886"	"7"	"148884815"	"148884816"	"0.00762132675408974"	"7"	"148884815"	"148884816"	"0.0130741741636508"	"7"	"148884815"	"148884816"	"0.0147252302923594"	"7"	"148884815"	"148884816"	"0.0105896615312181"	"7"	"148884815"	"148884816"	"0.0163001207835393"	"7"	"148884815"	"148884816"	"0.010335803594934"	"7"	"148884815"	"148884816"	"0.0159453590440171"	"7"	"148884815"	"148884816"	"0.0139401976818516"	"7"	"148884815"	"148884816"	"0.0107848707942602"	"7"	"148884815"	"148884816"	"0.00993593529176625"	"7"	"148884815"	"148884816"
"DAPK1"	"0.589226777515687"	"9"	"87497186"	"87497187"	"0.660500442338851"	"9"	"87497186"	"87497187"	"0.514476174570869"	"9"	"87497186"	"87497187"	"0.213372856572952"	"9"	"87497186"	"87497187"	"0.0945120661983368"	"9"	"87497186"	"87497187"	"0.565812149054913"	"9"	"87497186"	"87497187"	"0.720280582093381"	"9"	"87497186"	"87497187"	"0.881622364743231"	"9"	"87497186"	"87497187"	"0.392429260474679"	"9"	"87497186"	"87497187"	"0.215185104519643"	"9"	"87497186"	"87497187"	"0.104438125698461"	"9"	"87497186"	"87497187"	"0.401686726649705"	"9"	"87497186"	"87497187"
"ATG5"	"0.0150903503785345"	"6"	"106325265"	"106325266"	"0.0185220609727387"	"6"	"106325265"	"106325266"	"0.00747666678464368"	"6"	"106325265"	"106325266"	"0.00999151687861347"	"6"	"106325265"	"106325266"	"0.0131981719623635"	"6"	"106325265"	"106325266"	"0.00933227117652859"	"6"	"106325265"	"106325266"	"0.0105381733726667"	"6"	"106325265"	"106325266"	"0.00826969680612808"	"6"	"106325265"	"106325266"	"0.0116676376190825"	"6"	"106325265"	"106325266"	"0.0129757930682304"	"6"	"106325265"	"106325266"	"0.0101251012851631"	"6"	"106325265"	"106325266"	"0.00749133455078339"	"6"	"106325265"	"106325266"
"PPARG"	"0.10215135836541"	"3"	"12288327"	"12288328"	"0.123280036973876"	"3"	"12288327"	"12288328"	"0.621551589995344"	"3"	"12288327"	"12288328"	"0.0200480963090683"	"3"	"12288327"	"12288328"	"0.025434162462761"	"3"	"12288327"	"12288328"	"0.0267744617272349"	"3"	"12288327"	"12288328"	"0.0237793134823536"	"3"	"12288327"	"12288328"	"0.017287454266501"	"3"	"12288327"	"12288328"	"0.0193611863387382"	"3"	"12288327"	"12288328"	"0.0192436996984108"	"3"	"12288327"	"12288328"	"0.0184430360840074"	"3"	"12288327"	"12288328"	"0.0143886127257418"	"3"	"12288327"	"12288328"
"SMAD2"	"0.0183396090781438"	"18"	"47930216"	"47930217"	"0.0407820629388643"	"18"	"47930216"	"47930217"	"0.0108560379440294"	"18"	"47930216"	"47930217"	"0.0223867177521462"	"18"	"47930216"	"47930217"	"0.017771741161482"	"18"	"47930216"	"47930217"	"0.0213054725227681"	"18"	"47930216"	"47930217"	"0.0181739727567177"	"18"	"47930216"	"47930217"	"0.0243260991558276"	"18"	"47930216"	"47930217"	"0.0312326784679272"	"18"	"47930216"	"47930217"	"0.0213746943580958"	"18"	"47930216"	"47930217"	"0.0161220407405733"	"18"	"47930216"	"47930217"	"0.021564772375797"	"18"	"47930216"	"47930217"
"SMAD3"	"0.0104739753918579"	"15"	"67066301"	"67066302"	"0.0101236747361362"	"15"	"67066301"	"67066302"	"0.00350493608988664"	"15"	"67066301"	"67066302"	"0.0170942812399026"	"15"	"67066301"	"67066302"	"0.00843604651574333"	"15"	"67066301"	"67066302"	"0.0135955877098842"	"15"	"67066301"	"67066302"	"0.00794954221051959"	"15"	"67066301"	"67066302"	"0.00981557640369192"	"15"	"67066301"	"67066302"	"0.0257758900523995"	"15"	"67066301"	"67066302"	"0.0132427269297503"	"15"	"67066301"	"67066302"	"0.0104399162265965"	"15"	"67066301"	"67066302"	"0.00847372990976504"	"15"	"67066301"	"67066302"
"SMAD4"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"WNT1"	"0.0757689049451524"	"12"	"48978691"	"48978692"	"0.107928513571856"	"12"	"48978691"	"48978692"	"0.0805569968641768"	"12"	"48978691"	"48978692"	"0.0864724954776799"	"12"	"48978691"	"48978692"	"0.12010879299511"	"12"	"48978691"	"48978692"	"0.474713973400073"	"12"	"48978691"	"48978692"	"0.153027064024591"	"12"	"48978691"	"48978692"	"0.0380733348370738"	"12"	"48978691"	"48978692"	"0.305608243193735"	"12"	"48978691"	"48978692"	"0.243121121065089"	"12"	"48978691"	"48978692"	"0.0969865339948105"	"12"	"48978691"	"48978692"	"0.348177998571888"	"12"	"48978691"	"48978692"
"ULK1"	"0.0118633251983277"	"12"	"131894781"	"131894782"	"0.0182126211235326"	"12"	"131894781"	"131894782"	"0.00840375750622164"	"12"	"131894781"	"131894782"	"0.0109706597283941"	"12"	"131894781"	"131894782"	"0.0100185495286077"	"12"	"131894781"	"131894782"	"0.0130365993090976"	"12"	"131894781"	"131894782"	"0.0145511036262263"	"12"	"131894781"	"131894782"	"0.00934396941486735"	"12"	"131894781"	"131894782"	"0.0115761721064003"	"12"	"131894781"	"131894782"	"0.013269116596102"	"12"	"131894781"	"131894782"	"0.0103825030532288"	"12"	"131894781"	"131894782"	"0.00811578053832167"	"12"	"131894781"	"131894782"
"EZR"	"0.0199315015663231"	"6"	"158818132"	"158818133"	"0.0286484257545741"	"6"	"158818132"	"158818133"	"0.00595286132388356"	"6"	"158818132"	"158818133"	"0.0173208197329337"	"6"	"158818132"	"158818133"	"0.0136688600529832"	"6"	"158818132"	"158818133"	"0.0235233937628234"	"6"	"158818132"	"158818133"	"0.0163835730739503"	"6"	"158818132"	"158818133"	"0.0194455279241995"	"6"	"158818132"	"158818133"	"0.0198272738909051"	"6"	"158818132"	"158818133"	"0.0161899476748764"	"6"	"158818132"	"158818133"	"0.0144423689267726"	"6"	"158818132"	"158818133"	"0.0127689415987605"	"6"	"158818132"	"158818133"
"LIN28B"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"GALNT7"	"0.0146466487386196"	"4"	"173169407"	"173169408"	"0.0220067741852213"	"4"	"173169407"	"173169408"	"0.00754338132715962"	"4"	"173169407"	"173169408"	"0.0142736483244565"	"4"	"173169407"	"173169408"	"0.0186627246053726"	"4"	"173169407"	"173169408"	"0.0133177516301556"	"4"	"173169407"	"173169408"	"0.0149253364594964"	"4"	"173169407"	"173169408"	"0.010231429422512"	"4"	"173169407"	"173169408"	"0.0216468154398163"	"4"	"173169407"	"173169408"	"0.015781494473097"	"4"	"173169407"	"173169408"	"0.0153852405261825"	"4"	"173169407"	"173169408"	"0.00973779603710919"	"4"	"173169407"	"173169408"
"ABCB1"	"0.0139131169360286"	"7"	"87628100"	"87628101"	"0.027485160473078"	"7"	"87628100"	"87628101"	"0.00662170968139725"	"7"	"87628100"	"87628101"	"0.0121478513958428"	"7"	"87628100"	"87628101"	"0.0140977637685339"	"7"	"87628100"	"87628101"	"0.0116741298229453"	"7"	"87628100"	"87628101"	"0.0173296478399667"	"7"	"87628100"	"87628101"	"0.0108262605581651"	"7"	"87628100"	"87628101"	"0.0230843773013022"	"7"	"87628100"	"87628101"	"0.0182966581430341"	"7"	"87628100"	"87628101"	"0.0115376217641297"	"7"	"87628100"	"87628101"	"0.0104872674675872"	"7"	"87628100"	"87628101"
"RUNX1"	"0.427189170354011"	"21"	"35049175"	"35049176"	"0.663666785240618"	"21"	"35049175"	"35049176"	"0.567106885461627"	"21"	"35049175"	"35049176"	"0.736185898850381"	"21"	"35049175"	"35049176"	"0.727588598897117"	"21"	"35049175"	"35049176"	"0.74413463092428"	"21"	"35049175"	"35049176"	"0.0566005772777712"	"21"	"35049175"	"35049176"	"0.658335746055551"	"21"	"35049175"	"35049176"	"0.532627303451889"	"21"	"35049175"	"35049176"	"0.6866263524489"	"21"	"35049175"	"35049176"	"0.0271851610834097"	"21"	"35049175"	"35049176"	"0.755811530190313"	"21"	"35049175"	"35049176"
"AKT3"	"0.0323974091688705"	"1"	"243842986"	"243842987"	"0.140088114457109"	"1"	"243842986"	"243842987"	"0.0215776813218951"	"1"	"243842986"	"243842987"	"0.081594814322984"	"1"	"243842986"	"243842987"	"0.179524239218803"	"1"	"243842986"	"243842987"	"0.0637993677136024"	"1"	"243842986"	"243842987"	"0.0805616843120219"	"1"	"243842986"	"243842987"	"0.27518911079308"	"1"	"243842986"	"243842987"	"0.172077085447466"	"1"	"243842986"	"243842987"	"0.129274764587006"	"1"	"243842986"	"243842987"	"0.370473364998649"	"1"	"243842986"	"243842987"	"0.041134159674273"	"1"	"243842986"	"243842987"
