"Gene_Symbol"	"METHY_BRCA_BETA"	"METHY_BRCA_CHR"	"METHY_BRCA_START"	"METHY_BRCA_END"	"METHY_GBM_BETA"	"METHY_GBM_CHR"	"METHY_GBM_START"	"METHY_GBM_END"	"METHY_OV_BETA"	"METHY_OV_CHR"	"METHY_OV_START"	"METHY_OV_END"	"METHY_LUAD_BETA"	"METHY_LUAD_CHR"	"METHY_LUAD_START"	"METHY_LUAD_END"	"METHY_UCEC_BETA"	"METHY_UCEC_CHR"	"METHY_UCEC_START"	"METHY_UCEC_END"	"METHY_KIRC_BETA"	"METHY_KIRC_CHR"	"METHY_KIRC_START"	"METHY_KIRC_END"	"METHY_LUSC_BETA"	"METHY_LUSC_CHR"	"METHY_LUSC_START"	"METHY_LUSC_END"	"METHY_COAD_BETA"	"METHY_COAD_CHR"	"METHY_COAD_START"	"METHY_COAD_END"	"METHY_STAD_BETA"	"METHY_STAD_CHR"	"METHY_STAD_START"	"METHY_STAD_END"	"METHY_KIRP_BETA"	"METHY_KIRP_CHR"	"METHY_KIRP_START"	"METHY_KIRP_END"	"METHY_LAML_BETA"	"METHY_LAML_CHR"	"METHY_LAML_START"	"METHY_LAML_END"	"METHY_READ_BETA"	"METHY_READ_CHR"	"METHY_READ_START"	"METHY_READ_END"
"HOTTIP"	"0.0307430892150294"	"chr7"	"27200632"	"27200633"	"0.0595954040018067"	"chr7"	"27200632"	"27200633"	"0.006884809972489"	"chr7"	"27200632"	"27200633"	"0.0157886401340141"	"chr7"	"27200632"	"27200633"	"0.0202982630583419"	"chr7"	"27200632"	"27200633"	"0.016687268993366"	"chr7"	"27200632"	"27200633"	"0.0287337385105813"	"chr7"	"27200632"	"27200633"	"0.0116630114974184"	"chr7"	"27200632"	"27200633"	"0.230188366325323"	"chr7"	"27200632"	"27200633"	"0.0225132793246892"	"chr7"	"27200632"	"27200633"	"0.0175970068386042"	"chr7"	"27200632"	"27200633"	"0.0150168693946562"	"chr7"	"27200632"	"27200633"
"PVT1"	"0.964586958524423"	"chr8"	"127793343"	"127793344"	"0.924879063604769"	"chr8"	"127793343"	"127793344"	"0.978012811256738"	"chr8"	"127793343"	"127793344"	"0.96252035734615"	"chr8"	"127793343"	"127793344"	"0.956963513363897"	"chr8"	"127793343"	"127793344"	"0.965245507317673"	"chr8"	"127793343"	"127793344"	"0.959284649322532"	"chr8"	"127793343"	"127793344"	"0.965629986096563"	"chr8"	"127793343"	"127793344"	"0.949807432066986"	"chr8"	"127793343"	"127793344"	"0.961510381411851"	"chr8"	"127793343"	"127793344"	"0.9606997826024"	"chr8"	"127793343"	"127793344"	"0.966941606864157"	"chr8"	"127793343"	"127793344"
"LSINCT5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"SNHG3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"LINCMD1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"LINC00458"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"LINC01108"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"CBR3-AS1"	"0.188070951236369"	"chr21"	"36164625"	"36164626"	"0.552527559942862"	"chr21"	"36164625"	"36164626"	"0.136774101953639"	"chr21"	"36164625"	"36164626"	"0.193312024759133"	"chr21"	"36164625"	"36164626"	"0.171016623714943"	"chr21"	"36164625"	"36164626"	"0.816123736065275"	"chr21"	"36164625"	"36164626"	"0.507557969265466"	"chr21"	"36164625"	"36164626"	"0.159998531658783"	"chr21"	"36164625"	"36164626"	"0.316043293113755"	"chr21"	"36164625"	"36164626"	"0.514654296069661"	"chr21"	"36164625"	"36164626"	"0.126286947690149"	"chr21"	"36164625"	"36164626"	"0.0707831650447347"	"chr21"	"36164625"	"36164626"
"UCA1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"HOTAIR"	"0.293197115299294"	"chr12"	"53973466"	"53973467"	"0.0336847421907462"	"chr12"	"53973466"	"53973467"	"0.739830580910552"	"chr12"	"53973466"	"53973467"	"0.0470818510285593"	"chr12"	"53973466"	"53973467"	"0.742867928559431"	"chr12"	"53973466"	"53973467"	"0.140145050046454"	"chr12"	"53973466"	"53973467"	"0.223234077769274"	"chr12"	"53973466"	"53973467"	"0.638485876059155"	"chr12"	"53973466"	"53973467"	"0.0706251642515608"	"chr12"	"53973466"	"53973467"	"0.0726906069473749"	"chr12"	"53973466"	"53973467"	"0.0397509922052243"	"chr12"	"53973466"	"53973467"	"0.791151382979443"	"chr12"	"53973466"	"53973467"
"IFNG-AS1"	"0.928155495984327"	"chr12"	"68227146"	"68227147"	"0.856636588649623"	"chr12"	"68227146"	"68227147"	"0.959397569337294"	"chr12"	"68227146"	"68227147"	"0.851934659954962"	"chr12"	"68227146"	"68227147"	"0.929842959633704"	"chr12"	"68227146"	"68227147"	"0.95240156376381"	"chr12"	"68227146"	"68227147"	"0.897291235621989"	"chr12"	"68227146"	"68227147"	"0.929037162772676"	"chr12"	"68227146"	"68227147"	"0.735330036936271"	"chr12"	"68227146"	"68227147"	"0.917714151200191"	"chr12"	"68227146"	"68227147"	"0.93812412624049"	"chr12"	"68227146"	"68227147"	"0.92156415546352"	"chr12"	"68227146"	"68227147"
"BDNF-AS"	"0.0334170061724421"	"chr11"	"27507045"	"27507046"	"0.0659946214362131"	"chr11"	"27507045"	"27507046"	"0.0287364065127148"	"chr11"	"27507045"	"27507046"	"0.0520220423954902"	"chr11"	"27507045"	"27507046"	"0.04659228369114"	"chr11"	"27507045"	"27507046"	"0.0295923725805554"	"chr11"	"27507045"	"27507046"	"0.0254593990978948"	"chr11"	"27507045"	"27507046"	"0.0245250563384261"	"chr11"	"27507045"	"27507046"	"0.0508532575488897"	"chr11"	"27507045"	"27507046"	"0.0494325069755968"	"chr11"	"27507045"	"27507046"	"0.0297426896822399"	"chr11"	"27507045"	"27507046"	"0.0279844544311282"	"chr11"	"27507045"	"27507046"
"KCNQ1OT1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"AIRN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"NEAT1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"DANCR"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"LINC-ROR"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"HOXA-AS2"	"0.617900814997251"	"chr7"	"27130694"	"27130695"	"0.256343456762751"	"chr7"	"27130694"	"27130695"	"0.276798484082585"	"chr7"	"27130694"	"27130695"	"0.350919812782546"	"chr7"	"27130694"	"27130695"	"0.665670169278227"	"chr7"	"27130694"	"27130695"	"0.336282924439377"	"chr7"	"27130694"	"27130695"	"0.588675995706454"	"chr7"	"27130694"	"27130695"	"0.237941835249047"	"chr7"	"27130694"	"27130695"	"0.640309491454961"	"chr7"	"27130694"	"27130695"	"0.281373783918446"	"chr7"	"27130694"	"27130695"	"0.257556651073244"	"chr7"	"27130694"	"27130695"	"0.152950962731069"	"chr7"	"27130694"	"27130695"
"CCAT2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"GAS5"	"0.0224852080310919"	"chr1"	"173867864"	"173867865"	"0.0429760468022487"	"chr1"	"173867864"	"173867865"	"0.0159847918039047"	"chr1"	"173867864"	"173867865"	"0.0252912944547879"	"chr1"	"173867864"	"173867865"	"0.022026314273839"	"chr1"	"173867864"	"173867865"	"0.0241862074377128"	"chr1"	"173867864"	"173867865"	"0.0264839238393187"	"chr1"	"173867864"	"173867865"	"0.0235403852164609"	"chr1"	"173867864"	"173867865"	"0.0263498116042881"	"chr1"	"173867864"	"173867865"	"0.0235502867374917"	"chr1"	"173867864"	"173867865"	"0.0235120329679828"	"chr1"	"173867864"	"173867865"	"0.0265189503496179"	"chr1"	"173867864"	"173867865"
"RASSF1-AS1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"HNF1A-AS1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"JADRR"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"PAUPAR"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"TUNAR"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"BANCR"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"TUSC8"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"LINC00963"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"WFDC21P"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"TUG1"	"0.0303283611556947"	"chr22"	"30969826"	"30969827"	"0.0843176919766316"	"chr22"	"30969826"	"30969827"	"0.0130736095139218"	"chr22"	"30969826"	"30969827"	"0.0359586967721995"	"chr22"	"30969826"	"30969827"	"0.0308321040645431"	"chr22"	"30969826"	"30969827"	"0.0215852581644826"	"chr22"	"30969826"	"30969827"	"0.0254799158510163"	"chr22"	"30969826"	"30969827"	"0.0303331282184692"	"chr22"	"30969826"	"30969827"	"0.0666097340089045"	"chr22"	"30969826"	"30969827"	"0.0446907994580308"	"chr22"	"30969826"	"30969827"	"0.0275811657104876"	"chr22"	"30969826"	"30969827"	"0.0298218919193825"	"chr22"	"30969826"	"30969827"
"VLDLR-AS1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"FOXCUT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"SOX2-OT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"TRPM2-AS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"SPRY4-IT1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"ABALON"	"0.0202599036349446"	"chr20"	"31723055"	"31723056"	"0.0337607762695135"	"chr20"	"31723055"	"31723056"	"0.0141568374181139"	"chr20"	"31723055"	"31723056"	"0.0295413276282387"	"chr20"	"31723055"	"31723056"	"0.0179489445591228"	"chr20"	"31723055"	"31723056"	"0.018526535690965"	"chr20"	"31723055"	"31723056"	"0.01886250502206"	"chr20"	"31723055"	"31723056"	"0.017436243435479"	"chr20"	"31723055"	"31723056"	"0.0157897263815857"	"chr20"	"31723055"	"31723056"	"0.0195697298915015"	"chr20"	"31723055"	"31723056"	"0.0143999343167213"	"chr20"	"31723055"	"31723056"	"0.0143731988728223"	"chr20"	"31723055"	"31723056"
"MIR143HG"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"PCGEM1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"CASC2"	"0.016465973707031"	"chr10"	"118046315"	"118046316"	"0.0200501867614713"	"chr10"	"118046315"	"118046316"	"0.0108601839923597"	"chr10"	"118046315"	"118046316"	"0.0117392152258162"	"chr10"	"118046315"	"118046316"	"0.013437939623577"	"chr10"	"118046315"	"118046316"	"0.0126993982153072"	"chr10"	"118046315"	"118046316"	"0.0126759055736396"	"chr10"	"118046315"	"118046316"	"0.0128125204920608"	"chr10"	"118046315"	"118046316"	"0.0115802702436992"	"chr10"	"118046315"	"118046316"	"0.0153292371764123"	"chr10"	"118046315"	"118046316"	"0.0103672393819549"	"chr10"	"118046315"	"118046316"	"0.00995505629817353"	"chr10"	"118046315"	"118046316"
"LINC00974"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"CCAT1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"XIST"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
